experiment,encoder,classifier,fold,accuracy,macro_f1,ordinal_mae,recall_tight,recall_regular,recall_oversized
8,openclip_vit_l14,knn_baseline,1,0.7532467532467533,0.7444976076555023,0.24675324675324675,1.0,0.6923076923076923,0.56
8,openclip_vit_l14,knn_baseline,2,0.7142857142857143,0.7187806096951525,0.2857142857142857,0.8076923076923077,0.6923076923076923,0.64
8,openclip_vit_l14,knn_baseline,3,0.8289473684210527,0.8251990792584297,0.17105263157894737,1.0,0.68,0.8076923076923077
8,openclip_vit_l14,knn_baseline,4,0.8157894736842105,0.8152978056426332,0.18421052631578946,0.96,0.88,0.6153846153846154
8,openclip_vit_l14,knn_baseline,5,0.8947368421052632,0.8932670434075494,0.11842105263157894,0.96,0.8,0.9230769230769231
8,openclip_vit_l14,logistic_regression,1,0.9090909090909091,0.9078081885300917,0.09090909090909091,1.0,0.9230769230769231,0.8
8,openclip_vit_l14,logistic_regression,2,0.8311688311688312,0.8295021712388659,0.16883116883116883,0.8846153846153846,0.6923076923076923,0.92
8,openclip_vit_l14,logistic_regression,3,0.881578947368421,0.8752381698118131,0.11842105263157894,1.0,0.68,0.9615384615384616
8,openclip_vit_l14,logistic_regression,4,0.9342105263157895,0.9344923154446964,0.06578947368421052,0.96,0.88,0.9615384615384616
8,openclip_vit_l14,logistic_regression,5,0.9078947368421053,0.9068463611859837,0.09210526315789473,1.0,0.84,0.8846153846153846
8,openclip_vit_l14,linear_svm,1,0.8831168831168831,0.881211743956842,0.11688311688311688,1.0,0.8076923076923077,0.84
8,openclip_vit_l14,linear_svm,2,0.8441558441558441,0.8446455505279035,0.15584415584415584,0.8846153846153846,0.7692307692307693,0.88
8,openclip_vit_l14,linear_svm,3,0.868421052631579,0.8646431501230518,0.13157894736842105,0.96,0.72,0.9230769230769231
8,openclip_vit_l14,linear_svm,4,0.9210526315789473,0.9220085470085472,0.07894736842105263,0.92,0.92,0.9230769230769231
8,openclip_vit_l14,linear_svm,5,0.9210526315789473,0.9198575656677765,0.07894736842105263,1.0,0.84,0.9230769230769231
8,openclip_vit_l14,rbf_svm,1,0.922077922077922,0.920062695924765,0.07792207792207792,1.0,1.0,0.76
8,openclip_vit_l14,rbf_svm,2,0.8571428571428571,0.8593197278911564,0.14285714285714285,0.8461538461538461,0.8461538461538461,0.88
8,openclip_vit_l14,rbf_svm,3,0.8947368421052632,0.8902229845626072,0.10526315789473684,1.0,0.72,0.9615384615384616
8,openclip_vit_l14,rbf_svm,4,0.9473684210526315,0.947948410133284,0.05263157894736842,0.96,0.96,0.9230769230769231
8,openclip_vit_l14,rbf_svm,5,0.881578947368421,0.8806623026569119,0.11842105263157894,0.96,0.8,0.8846153846153846
8,openclip_vit_l14,random_forest,1,0.922077922077922,0.9212126618790609,0.07792207792207792,1.0,0.9230769230769231,0.84
8,openclip_vit_l14,random_forest,2,0.8051948051948052,0.8046022937476879,0.19480519480519481,0.8076923076923077,0.6923076923076923,0.92
8,openclip_vit_l14,random_forest,3,0.8289473684210527,0.8226415094339622,0.17105263157894737,0.92,0.64,0.9230769230769231
8,openclip_vit_l14,random_forest,4,0.9473684210526315,0.9476626877165962,0.05263157894736842,0.96,0.92,0.9615384615384616
8,openclip_vit_l14,random_forest,5,0.881578947368421,0.8792005157962605,0.11842105263157894,1.0,0.76,0.8846153846153846
8,openclip_vit_l14,xgboost,1,0.9090909090909091,0.9078081885300917,0.09090909090909091,1.0,0.9230769230769231,0.8
8,openclip_vit_l14,xgboost,2,0.8441558441558441,0.8446153846153845,0.15584415584415584,0.8846153846153846,0.7692307692307693,0.88
8,openclip_vit_l14,xgboost,3,0.8157894736842105,0.8049999470007738,0.19736842105263158,0.92,0.56,0.9615384615384616
8,openclip_vit_l14,xgboost,4,0.9078947368421053,0.9085411942554799,0.09210526315789473,0.96,0.84,0.9230769230769231
8,openclip_vit_l14,xgboost,5,0.9078947368421053,0.9060554087671319,0.09210526315789473,1.0,0.8,0.9230769230769231
8,dinov2_vit_b14,knn_baseline,1,0.7922077922077922,0.7894500561167228,0.2077922077922078,0.9615384615384616,0.7307692307692307,0.68
8,dinov2_vit_b14,knn_baseline,2,0.7662337662337663,0.7629365079365079,0.23376623376623376,0.9230769230769231,0.6153846153846154,0.76
8,dinov2_vit_b14,knn_baseline,3,0.7631578947368421,0.7596153846153847,0.23684210526315788,0.88,0.6,0.8076923076923077
8,dinov2_vit_b14,knn_baseline,4,0.8552631578947368,0.8542801736079046,0.14473684210526316,0.96,0.76,0.8461538461538461
8,dinov2_vit_b14,knn_baseline,5,0.8157894736842105,0.808628076429934,0.18421052631578946,0.96,0.6,0.8846153846153846
8,dinov2_vit_b14,logistic_regression,1,0.7662337662337663,0.7619753086419753,0.23376623376623376,0.9615384615384616,0.6153846153846154,0.72
8,dinov2_vit_b14,logistic_regression,2,0.8441558441558441,0.843076923076923,0.15584415584415584,0.8846153846153846,0.7307692307692307,0.92
8,dinov2_vit_b14,logistic_regression,3,0.8421052631578947,0.8382197323373793,0.17105263157894737,0.92,0.68,0.9230769230769231
8,dinov2_vit_b14,logistic_regression,4,0.8552631578947368,0.855232961108972,0.14473684210526316,0.96,0.76,0.8461538461538461
8,dinov2_vit_b14,logistic_regression,5,0.9078947368421053,0.9068463611859837,0.09210526315789473,1.0,0.84,0.8846153846153846
8,dinov2_vit_b14,linear_svm,1,0.7922077922077922,0.7894112060778727,0.2077922077922078,0.9615384615384616,0.6923076923076923,0.72
8,dinov2_vit_b14,linear_svm,2,0.8701298701298701,0.8696296296296296,0.12987012987012986,0.9230769230769231,0.7692307692307693,0.92
8,dinov2_vit_b14,linear_svm,3,0.8421052631578947,0.8379394972745356,0.15789473684210525,0.92,0.68,0.9230769230769231
8,dinov2_vit_b14,linear_svm,4,0.868421052631579,0.8685185185185186,0.13157894736842105,0.88,0.8,0.9230769230769231
8,dinov2_vit_b14,linear_svm,5,0.9473684210526315,0.9458572600492205,0.05263157894736842,1.0,0.84,1.0
8,dinov2_vit_b14,rbf_svm,1,0.7792207792207793,0.7757621567145376,0.22077922077922077,0.9615384615384616,0.6538461538461539,0.72
8,dinov2_vit_b14,rbf_svm,2,0.8961038961038961,0.8964303670186022,0.1038961038961039,0.9230769230769231,0.8461538461538461,0.92
8,dinov2_vit_b14,rbf_svm,3,0.881578947368421,0.8774744347499764,0.13157894736842105,0.92,0.72,1.0
8,dinov2_vit_b14,rbf_svm,4,0.8421052631578947,0.8404550499445061,0.15789473684210525,0.96,0.72,0.8461538461538461
8,dinov2_vit_b14,rbf_svm,5,0.9342105263157895,0.9335580386000554,0.06578947368421052,1.0,0.88,0.9230769230769231
8,dinov2_vit_b14,random_forest,1,0.7792207792207793,0.7721088435374149,0.22077922077922077,1.0,0.6153846153846154,0.72
8,dinov2_vit_b14,random_forest,2,0.8701298701298701,0.8692307692307693,0.12987012987012986,0.9230769230769231,0.7692307692307693,0.92
8,dinov2_vit_b14,random_forest,3,0.8552631578947368,0.8525869539272612,0.15789473684210525,0.88,0.72,0.9615384615384616
8,dinov2_vit_b14,random_forest,4,0.8157894736842105,0.813987544703416,0.18421052631578946,0.96,0.68,0.8076923076923077
8,dinov2_vit_b14,random_forest,5,0.8552631578947368,0.8522579244463744,0.14473684210526316,1.0,0.72,0.8461538461538461
8,dinov2_vit_b14,xgboost,1,0.7662337662337663,0.7621137727520706,0.23376623376623376,0.9615384615384616,0.6538461538461539,0.68
8,dinov2_vit_b14,xgboost,2,0.8311688311688312,0.8269156375539355,0.16883116883116883,0.9230769230769231,0.6538461538461539,0.92
8,dinov2_vit_b14,xgboost,3,0.8421052631578947,0.8412698412698413,0.15789473684210525,0.88,0.72,0.9230769230769231
8,dinov2_vit_b14,xgboost,4,0.8026315789473685,0.7966853408029878,0.19736842105263158,0.92,0.6,0.8846153846153846
8,dinov2_vit_b14,xgboost,5,0.881578947368421,0.878038628038628,0.13157894736842105,1.0,0.72,0.9230769230769231
