experiment,encoder,classifier,fold,accuracy,macro_f1,ordinal_mae,recall_tight,recall_regular,recall_oversized
experiment_2,dinov2_vit_b14,knn_baseline,4,0.8552631578947368,0.8542801736079046,0.14473684210526316,0.96,0.76,0.8461538461538461
experiment_2,dinov2_vit_b14,knn_baseline,5,0.8157894736842105,0.808628076429934,0.18421052631578946,0.96,0.6,0.8846153846153846
experiment_2,dinov2_vit_b14,logistic_regression,1,0.7662337662337663,0.7619753086419753,0.23376623376623376,0.9615384615384616,0.6153846153846154,0.72
experiment_2,dinov2_vit_b14,logistic_regression,2,0.8441558441558441,0.843076923076923,0.15584415584415584,0.8846153846153846,0.7307692307692307,0.92
experiment_2,dinov2_vit_b14,logistic_regression,3,0.8421052631578947,0.8382197323373793,0.17105263157894737,0.92,0.68,0.9230769230769231
experiment_2,dinov2_vit_b14,logistic_regression,4,0.8552631578947368,0.855232961108972,0.14473684210526316,0.96,0.76,0.8461538461538461
experiment_2,dinov2_vit_b14,logistic_regression,5,0.9078947368421053,0.9068463611859837,0.09210526315789473,1.0,0.84,0.8846153846153846
experiment_2,dinov2_vit_b14,linear_svm,1,0.7792207792207793,0.7766876310272538,0.22077922077922077,0.9615384615384616,0.6538461538461539,0.72
experiment_2,dinov2_vit_b14,linear_svm,2,0.8311688311688312,0.8290779301560972,0.16883116883116883,0.8846153846153846,0.6923076923076923,0.92
experiment_2,dinov2_vit_b14,linear_svm,3,0.8157894736842105,0.8083773485744317,0.19736842105263158,0.88,0.6,0.9615384615384616
experiment_2,dinov2_vit_b14,linear_svm,4,0.8421052631578947,0.8431972789115646,0.15789473684210525,0.96,0.72,0.8461538461538461
experiment_2,dinov2_vit_b14,linear_svm,5,0.8947368421052632,0.8930864197530864,0.10526315789473684,1.0,0.8,0.8846153846153846
experiment_2,dinov2_vit_b14,rbf_svm,1,0.7792207792207793,0.7757621567145376,0.22077922077922077,0.9615384615384616,0.6538461538461539,0.72
experiment_2,dinov2_vit_b14,rbf_svm,2,0.8961038961038961,0.8964303670186022,0.1038961038961039,0.9230769230769231,0.8461538461538461,0.92
experiment_2,dinov2_vit_b14,rbf_svm,3,0.881578947368421,0.8774744347499764,0.13157894736842105,0.92,0.72,1.0
experiment_2,dinov2_vit_b14,rbf_svm,4,0.8421052631578947,0.8404550499445061,0.15789473684210525,0.96,0.72,0.8461538461538461
experiment_2,dinov2_vit_b14,rbf_svm,5,0.9342105263157895,0.9335580386000554,0.06578947368421052,1.0,0.88,0.9230769230769231
experiment_2,dinov2_vit_b14,random_forest,1,0.7272727272727273,0.724927007840173,0.2727272727272727,0.8846153846153846,0.5769230769230769,0.72
experiment_2,dinov2_vit_b14,random_forest,2,0.8571428571428571,0.8561795088405733,0.14285714285714285,0.9230769230769231,0.7307692307692307,0.92
experiment_2,dinov2_vit_b14,random_forest,3,0.8289473684210527,0.8273809523809524,0.18421052631578946,0.84,0.72,0.9230769230769231
experiment_2,dinov2_vit_b14,random_forest,4,0.8026315789473685,0.7999351040652667,0.19736842105263158,0.96,0.64,0.8076923076923077
experiment_2,dinov2_vit_b14,random_forest,5,0.8421052631578947,0.8354754980141976,0.15789473684210525,1.0,0.64,0.8846153846153846
experiment_2,dinov2_vit_b14,xgboost,1,0.7792207792207793,0.7761918214213143,0.22077922077922077,0.9615384615384616,0.6923076923076923,0.68
experiment_2,dinov2_vit_b14,xgboost,2,0.8311688311688312,0.8267392241699749,0.16883116883116883,0.9230769230769231,0.6538461538461539,0.92
experiment_2,dinov2_vit_b14,xgboost,3,0.8289473684210527,0.8292413935271078,0.17105263157894737,0.88,0.72,0.8846153846153846
experiment_2,dinov2_vit_b14,xgboost,4,0.8026315789473685,0.7966853408029878,0.19736842105263158,0.92,0.6,0.8846153846153846
experiment_2,dinov2_vit_b14,xgboost,5,0.8947368421052632,0.8902229845626072,0.10526315789473684,1.0,0.72,0.9615384615384616
